id_sch,name,address,dcode,dname,type,tel,fax,url,num_stu,room,teacher,lat,lng
3110013310,โรงเรียนนีลราษฎร์อุปถัมภ์,59/60 หมู่ 10 แขวงกระทุ่มราย เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 2296,0 2988 2296,facebook.com/pages/โรงเรียนนีลราษฎร์อุปถัมภ์/561136793912621,118,8,11,13.83536413,100.9104858
3110013311,โรงเรียนบ้านเจียรดับ,46 หมู่ 2 ซอยเลียบวารี 32 ถนนเลียบวารี แขวงโคกแฝด เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2543 1165,-,www.jd.ac.th/,724,28,40,13.8551132,100.8285914
3110013312,โรงเรียนวัดทรัพย์สโมสร,56 หมู่ 11 ถนนเลียบวารี แขวงโคกแฝด เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2186 0506,0 2186 0506,www.watsubschool.com/,786,26,45,13.85061564,100.8037663
3110013313,โรงเรียนสุเหร่านาตับ,หมู่ 9 ถ.เลียบวารี แขวงโคกแฝด เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2898 8480,0 2898 8480,facebook.com/โรงเรียนสุเหร่านาตับ-1506222913037219/,175,8,12,13.82618468,100.8161381
3110013314,โรงเรียนสุเหร่าอีรั้ว,250 หมู่ 7 ถ.เชื่อมสัมพันธ์ แขวงโคกแฝด เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 0512,0 2988 0512,http://erua.ac.th/,190,9,11,13.82018415,100.8318422
3110013315,โรงเรียนอิสลามลำไทร,หมู่ 5 ลำไทร แขวงโคกแฝด เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2543 1558,-,facebook.com/islamlamsai,241,8,12,13.83225136,100.8412967
3110013316,โรงเรียนบ้านลำต้นกล้วย,10/6 หมู่ 6 แขวงโคกแฝด เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2543 1202,-,facebook.com/โรงเรียนบ้านลำต้นกล้วย-549021921822555,511,19,25,13.81891429,100.8505144
3110013317,โรงเรียนวัดพระยาปลา,15/1 ถ.ประชาสำราญ แขวงคลองสิบสอง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2563 1118,0 2563 1118,facebook.com/watprayapla,750,25,38,13.91372581,100.8630441
3110013318,โรงเรียนวัดแสนเกษม,14 หมู่ 8 แขวงคลองสิบสอง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2989 9575,0 2989 9575,www.sankasemschool.com/intro.aspx,165,8,11,13.90470766,100.889867
3110013319,โรงเรียนวัดใหม่เจริญราษฎร์,หมู่ 11 คลองสิบสี่ แขวงคลองสิบสอง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2989 9821,0 2989 9821,facebook.com/watmai.chareonrad,67,8,9,13.88736493,100.9060729
3110023320,โรงเรียนวัดสามง่าม,1 หมู่ 8 ถ.คู้คลองสิบ แขวงคู้ฝั่งเหนือ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2906 1722,0 2906 1013,www.watsamngam-school.com,810,25,43,13.88902684,100.8075324
3110013321,โรงเรียนวัดสีชมพู,1/1 หมู่ 4 ถ.คลองสิบ แขวงคลองสิบ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 6099,-,facebook.com/chompooschool,127,8,10,13.92921754,100.8222979
3110013322,โรงเรียนลำเจดีย์,หมู่ 5 ถ.คู้คลองสิบ แขวงคู้ฝั่งเหนือ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 6715,-,-,151,8,11,13.87799798,100.8200376
3110013323,โรงเรียนสุเหร่าคลองเก้า,หมู่ 2 คลองเก้า แขวงคลองสิบ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2989 7377,0 2989 7377,schoolweb.eduzones.com/suraokhlongkao/,230,8,12,13.90475356,100.7927677
3110013324,โรงเรียนสุเหร่าคลองสิบ,18 หมู่ 8 แขวงคลองสิบ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 6307,0 2988 6307,facebook.com/people/โรงเรียนสุเหร่าคลองสิบ-สำนักงานเขตหนองจอก/100006698850850,80,8,9,13.90414077,100.8121
3110013325,โรงเรียนสุเหร่าคลองสิบเอ็ด,58 หมู่ 11 แขวงคลองสิบ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 6297,-,-,126,8,11,13.91294134,100.8389912
3110013326,โรงเรียนสุเหร่าสนามกลางลำ,74 หมู่ 8 ถ.แขวงคู้ฝั่งเหนือ เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 6754,-,www.klanglamschool.com/,132,8,11,13.89513341,100.8285905
3110013327,โรงเรียนวัดใหม่กระทุ่มล้ม,หมู่ 4 ถ.ร่วมพัฒนา แขวงลำต้อยติ่ง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 7137,-,-,109,8,11,13.7799495,100.8711238
3110013328,โรงเรียนผลลีรุ่งเรือง,หมู่ 13 หลวงแพ่ง แขวงกระทุ่มราย เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2317 8322,0 2317 8322,http://phonlee.org/,85,8,10,13.79248274,100.911357
3110013329,โรงเรียนวัดราษฎร์บำรุง,8 หมู่ 8 ถ.สุวินทวงศ์ แขวงลำต้อยติ่ง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2988 7138,0 2988 7138,http://radbumrung.com/index1.html,456,16,22,13.81107635,100.8781601
3110013330,โรงเรียนคลองสอง,20/3 หมู่.8 ถ.สุวินทวงศ์ แขวงลำต้อยติ่ง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 7952,0 2988 7952,facebook.com/klongsongbma,131,8,13,13.80239369,100.8884203
3110013331,โรงเรียนคารีอุปถัมภ์,55/4 หมู่ 8 ซ.สมานศักดิ์ แขวงลำผักชี เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 7225,0 2988 7225,facebook.com/profile.php?id=100007587240813,143,8,13,13.78657689,100.8588593
3110023332,โรงเรียนสุเหร่าลำแขก,หมู่ 9 ถ.สุวินทวงศ์ แขวงลำผักชี เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2543 5765,0 2543 5765,http://lumkak.org/,557,20,29,13.80420381,100.8596555
3110013333,โรงเรียนศิริวังวิทยาคาร,หมู่ 10 ถ.สุวินทวงศ์ แขวงลำผักชี เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2178 3421,0 2178 3421,http://schoolweb.eduzones.com/siriwang/content.php?view=20160203113803wchGe9z,205,8,12,13.80368395,100.8458997
3110023334,โรงเรียนสังฆประชานุสรณ์,3/3-4 หมู่ 7 แขวงลำผักชี เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2988 5967,0 2988 5967,facebook.com/people/โรงเรียน-สังฆประชานุสสรณ์/100002212196150,795,25,42,13.76975323,100.8365251
3110013335,โรงเรียนวัดอู่ตะเภา,21 หมู่ 4 ถ.ฉลองกรุง แขวงลำผักชี เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2956 5391,-,http://watutaphaoschool.org/,233,8,12,13.79167512,100.8127545
3110013337,โรงเรียนลำผักชี,หมู่ 10 ถ.สุวินทวงศ์ แขวงลำผักชี เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 5400,0 2988 5400,https://sites.google.com/site/lampagchee/,207,8,10,13.79167783,100.8355313
3110023336,โรงเรียนวัดลำต้อยติ่ง,หมู่ 1 ถ.วิบูลย์สาธุกิจ แขวงลำต้อยติ่ง เขตหนองจอก,1003,หนองจอก,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2988 7224,-,facebook.com/people/โรงเรียนวัดลำต้อยติ่ง-หนองจอก/100002981161959,414,14,19,13.75547673,100.8886628
3110023401,โรงเรียนวัดบางปะกอก,24 ถ.สุขสวัสดิ์ แขวงบางปะกอก เขตราษฎร์บูรณะ,1024,ราษฎร์บูรณะ,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2427 2607,-,www.wbpksc.com/,2286,70,111,13.68210077,100.4954523
3110023402,โรงเรียนรัตนจีนะอุทิศ,649/3 หมู่ 2 ซอย30 ถนนสุขสวัสดิ์ แขวงบางปะกอก เขตราษฎร์บูรณะ กทม 10140,1024,ราษฎร์บูรณะ,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2427 7408,-,www.rattanasc.ob.tc,772,31,40,13.66933027,100.4920715
3110013403,โรงเรียนวัดประเสริฐสุทธาวาส,10 ถนนราษฎร์พัฒนา แขวงบางปะกอก เขตราษฎร์บูรณะ กทม 10140,1024,ราษฎร์บูรณะ,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2427 4626,-,facebook.com/watprasertschool,138,8,12,13.68008088,100.5035932
3110013404,โรงเรียนวัดแจงร้อน,272 หมู่ - ซอยราษฎร์บูรณะ 37 ถนนราษฎร์บูรณะ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,1024,ราษฎร์บูรณะ,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2462 5422,0 2462 5540,www.watcheangron.com/mainpage,237,12,15,13.67529919,100.5198606
3110013405,โรงเรียนวัดสน,102 หมู่ 5 ซอยสุขสวัสดิ์ 35 ถนนสุขสวัสดิ์ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพ 10140,1024,ราษฎร์บูรณะ,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2462 6283,-,facebook.com/watsonschool.chool,192,8,12,13.67239223,100.5133433
3110013406,โรงเรียนวัดสารอด,4 ซ.สุขสวัสดิ์ 44 แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,1024,ราษฎร์บูรณะ,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2427 7189,-,http://sarodschool.com/,198,9,14,13.673531,100.5029785
3110013501,โรงเรียนวัดหนองแขม (สหราษฎร์บูรณะ),66 หมู่ 8 ถนนเลียบคลองภาษีเจริญฝั่งใต้ เขตหนองแขม กรุงเทพมหานคร 10160,1023,หนองแขม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2429 3714,-,www.watnongkhamschool.com/,1876,53,88,13.67698207,100.3394333
3110013502,โรงเรียนวัดอุดมรังสี,563 ถ.เพชรเกษม 79 แขวงหนองค้างพลู เขตหนองแขม,1023,หนองแขม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2421 0220,-,www.udomrungsee.com/,2136,65,113,13.70404048,100.3491099
3110013503,โรงเรียนประชาบำรุง,10 ถนนเลียบคลองภาษีเจริญฝั่งเหนือ แขวงหนองแขม เขตหนองแขม กทม 10160,1023,หนองแขม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2421 0168,-,facebook.com/โรงเรียนประชาบำรุง-เขตหนองแขม-กรุงเทพมหานคร-775136772537466/,1155,38,57,13.6868023,100.3637672
3110013504,โรงเรียนบ้านขุนประเทศ,8 ซอย 110 แยก 19 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กทม 10160,1023,หนองแขม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2421 0075,-,www.bankhun.ac.th/,1541,58,78,13.72189131,100.3430443
3110013505,โรงเรียนมนต์จรัสสิงห์อนุสรณ์,16/1 ม.9 พุทธมณฑลสาย 3 ซอย 7 แขวงหนองค้างพลู เขตหนองแขม กทม 10160,1023,หนองแขม,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2421 3821,-,facebook.com/MonjarassinghaAnusornSchool,309,11,16,13.72617687,100.3594542
3110013506,โรงเรียนวัดศรีนวลธรรมวิมล,ถ.เพชรเกษม 81 แขวงหนองแขม เขตหนองแขม,1023,หนองแขม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2429 3655,-,facebook.com/โรงเรียนวัดศรีนวลธรรมวิมล-157669734257000/,1313,42,69,13.6569886,100.3438778
3110013701,โรงเรียนวัดใต้ (ราษฎรนิรมิต),435 ถ.สุขุมวิท แขวงพระโขนง เขตสวนหลวง,1034,สวนหลวง,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2331 1071,-,http://203.155.220.242/wattai/index.htm,376,17,19,13.71310448,100.6038411
3110013702,โรงเรียนนาคนาวาอุปถัมภ์,96 ซ.ริมคลองบ้านป่า ถ.พัฒนาการ แขวงสวนหลวง เขตสวนหลวง กทม. 10250,1034,สวนหลวง,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2314 0344,0 2314 0344,www.narknawa.com/,1062,36,61,13.73074201,100.6131886
3110023703,โรงเรียนวัดปากบ่อ,292 ซ.อ่อนนุช35 ถ.สุขุมวิท77 แขวง/เขตสวนหลวง กทม. 10250,1034,สวนหลวง,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2321 2684,0 2321 2684,http://203.155.220.242/watpakbor/,1139,52,69,13.71376095,100.6306018
3110013704,โรงเรียนสุเหร่าใหม่,27 หมู่ 2 ถ.ศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง,1034,สวนหลวง,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2312 2559,-,facebook.com/suraomaischool,454,21,26,13.71633403,100.6392549
3110013705,โรงเรียนหัวหมาก,55 ซอยเลียบทางรถไฟ ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กทม 10250,1034,สวนหลวง,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2321 3690,-,facebook.com/huamak.school,251,11,15,13.7376465,100.6435175
3110013706,โรงเรียนคลองกลันตัน (มีสุวรรณอนุสรณ์),646 ซ.ประจิตต์ ถ.ศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,1034,สวนหลวง,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2362 5245,-,http://203.155.220.242/klongkalantan/,491,16,26,13.73318354,100.6404629
3110013707,โรงเรียนวัดทองใน,412 ซอยอ่อนนุช 25 ถนนสุขุมวิท 77 แขวงสวนหลวง เขตสวนหลวง กทม 10250,1034,สวนหลวง,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2311 1629,-,facebook.com/watthongnaischool412,113,8,11,13.71203366,100.622491
3110023801,โรงเรียนสามเสนนอก(ประชาราษฎร์อนุกูล),2000/22 ถนนประชาสงเคราะห์ แขวงห้วยขวาง เขตดินแดง,1026,ดินแดง,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2277 0557,-,http://samsennok.ac.th/ssn57/,3019,95,144,13.77785524,100.5695369
3110023802,โรงเรียนวิชูทิศ,4095/1 ซอยประชาสงเคราะห์ 13 ถ.ประชาสงเคราะห์ แขวงดินแดง เขตดินแดง,1026,ดินแดง,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2246 1551,-,www.wichutit.ac.th/,1027,56,79,13.76808629,100.5563491
3110013803,โรงเรียนวิชากร,3981 ถ.มิตรไมตรี2 แขวงดินแดง เขตดินแดง กรุงเทพฯ,1026,ดินแดง,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2246 1555,0 2246 1555,www.wichakon.ac.th/,1019,33,57,13.76796688,100.5552201
3110013901,โรงเรียนวัดหลักสี่ (ทองใบทิวารีวิทยา),101 ถนนวิภาวดีรังสิต แขวงตลาดบางเขน เขตหลักสี่ กทม.10210,1041,หลักสี่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2573 7123,0 2573 7123,www.watlaksischool.com/,407,19,22,13.88923271,100.5824971
3110023902,โรงเรียนทุ่งสองห้อง (คุปตัษเฐียรอุทิศ),207 หมู่ 4 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,1041,หลักสี่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2573 4908,0 2573 4908,www.bmasmartschool.com/thoongsonghong/,490,22,31,13.88534329,100.5604223
3110023903,โรงเรียนเคหะทุ่งสองห้องวิทยา 1,326 หมู่ 2 ถนนวิภาวดีรังสิต แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,1041,หลักสี่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2573 4835,-,www.keha1.com/,975,34,53,13.90099683,100.5832155
3110013904,โรงเรียนเคหะทุ่งสองห้องวิทยา 2,314 หมู่ 2 ถนนวิภาวดีรังสิต แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,1041,หลักสี่,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2573 4836,-,www.kheha2.com,423,25,27,13.90228317,100.5785977
3110023905,โรงเรียนการเคหะท่าทราย,304/233 ม.6 เคหะชุมชนท่าทราย ถนนประชาชื่น แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,1041,หลักสี่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2589 9777,-,www.ktssc.com/,848,29,55,13.87341188,100.5532925
3110013906,โรงเรียนบางเขน (ไว้สาลีอนุสรณ์),106 หมู่ 1 ถ.วิภาวดีรังสิต แขวงตลาดบางเขน เขตหลักสี่,1041,หลักสี่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2589 5367,0 2954 7869,http://vaisalee.com,406,17,25,13.86082258,100.5671229
3110024001,โรงเรียนสายไหม (ทัสนารมย์อนุสรณ์),19/3 หมู่ 3 ถ.ออเงิน แขวงสายไหม เขตสายไหม,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2536 0363,-,www.saimaischool.com/,2042,57,98,13.92953893,100.6597177
3110014002,โรงเรียนวัดเกาะสุวรรณาราม,1 หมู่ 3 แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2523 6845,-,www.govesite.com/wskr/index.php?p=1,1463,45,74,13.90812905,100.6338694
3110014003,โรงเรียนออเงิน,60 หมู่ 1 แขวงออเงิน เขตสายไหม กรุงเทพมหานคร 10220,1042,สายไหม,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2533 3494,0 2966 0474,https://sites.google.com/site/orngernschool/,351,13,23,13.90394184,100.6649572
3110024004,โรงเรียนวัดหนองใหญ่,1 หมู่ 1 ถ.พระยาสุเรนทร์ แขวงสายไหม เขตสายไหม,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2533 3493,0 2533 3493,www.watnongyaischool.ac.th/,1382,44,73,13.91841851,100.6864728
3110014005,โรงเรียนฤทธิยะวรรณาลัย,171/3503 ซอยท่าดินแดง 3 ถนนพหลโยธิน แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2531 4608,0 2152 6265,www.rittiyaschool.com,4593,127,213,13.91371072,100.6250439
3110014006,โรงเรียนประชานุกูล (ขำสนิทอนุเคราะห์),ถนนพหลโยธิน 54/1 แยก 8-7 แขวงสายไหม เขตสายไหม กทม.,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2990 5149,-,facebook.com/โรงเรียนประชานุกูล-ขำสนิทอนุเคราะห์-145726965537209/,365,12,18,13.91897034,100.6359998
3110014007,โรงเรียนพรพระร่วงประสิทธิ์,110 หมู่ 6 แขวงออเงิน เขตสายไหม,1042,สายไหม,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2519 8827,0 2519 8827,facebook.com/pornpraraung,290,13,18,13.88507911,100.6621578
3110014008,โรงเรียนวัดราษฎร์นิยมธรรม (พิบูลสงคราม),41 หมู่ 4 ซอย 52 ถนนพหลโยธิน แขวงคลองถนน เขตสายไหม กทม 10220,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2521 0501,-,facebook.com/โรงเรียนวัดราษฎร์นิยมธรรมพิบูลสงคราม-139083376170239/,917,32,52,13.88593487,100.6249704
3110014009,โรงเรียนซอยแอนเนกซ์ (กาญจนาภิเษก 2),745 ม.6 ซ.พหลโยธิน 58 ถ.พหลโยธิน แขวงสายไหม เขตสายไหม,1042,สายไหม,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2523-8976,0 2519 8976 ต่อ 115,www.annexschool.com/,928,33,48,13.93542022,100.63879
3110014101,โรงเรียนสุเหร่าทับช้างคลองบน,79 หมู่ 16 หมู่บ้านนักกีฬาแหลมทอง ถนนกท-กรีฑา แขวงสะพานสูง เขตสะพานสูง กทม 10250,1044,สะพานสูง,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2368 2116,-,facebook.com/people/โรงเรียน-สุเหร่าทับช้างคลองบน/100002985020368,320,12,16,13.74364763,100.6996293
